country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
ESP,Spain,FORESTAL DEL ATLANTICO,WRI1006483,24.8,43.4604,-8.2551,Oil,,,,2012.0,FORESTAL DEL ATLANTICO  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1074236,,,,,,,,,,,,,,51.67,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,FRIEIRA GRUPO 1,WRI1006486,160.61,42.1538,-8.1933,Hydro,,,,1970.0,GAS NATURAL FENOSA GENERACION  S.L.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1032441,,,,,,,,,,617.47,513.39,369.78,564.01,275.97,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,FUENTE ALAMO III,WRI1006489,75.0,37.7000,-1.1000,Waste,,,,,CARDENAL BELLUGA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,26.12,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,Finca Verde,WKS0060178,9.0,28.1564,-16.4852,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,20.82,20.97,20.89,21.06,20.82,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fontellas,WKS0061103,8.8,41.9900,-1.5660,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,14.43,14.71,14.58,14.53,15.32,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fontiveros,WKS0060151,10.0,40.9178,-4.9700,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,16.96,17.13,17.32,16.61,17.15,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fuenmayor,WKS0060162,9.9,42.4704,-2.6076,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,15.25,15.96,16.27,16.23,16.12,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fuente Palmera,WKS0060273,6.1,37.7539,-5.0429,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,12.28,12.22,11.91,12.11,12.21,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fuente Álamo,WKS0060028,27.9,37.6850,-1.1740,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,68.62,72.91,66.21,66.50,67.61,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fuente Álamo I,WKS0063590,14.8,37.6850,-1.1740,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,35.81,38.90,34.16,34.24,35.46,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fuente Álamo II,WKS0063588,8.9,37.6840,-1.1790,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,19.07,19.54,16.83,16.98,18.27,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fuente Álamo III,WKS0063589,10.4,37.6900,-1.1620,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,24.28,25.61,22.72,22.74,23.74,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fuentes de Valdepero,WKS0072903,4.5,42.0630,-4.4980,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,6.90,7.05,7.10,7.10,6.97,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Fustiñana III,WKS0060319,5.4,42.0309,-1.4775,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,8.95,9.20,9.11,9.09,9.48,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,GABRIEL Y GALAN,WRI1006492,110.4,40.2211,-6.1330,Hydro,,,,1982.0,IBERDROLA GENERACION  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1019145,,,,54.191,107.152,46.751,,,JRC-PPDB-OPEN,392.69,387.53,172.06,391.38,145.05,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,GARONA VERDA,WRI1006494,14.95,0.7046,42.8025,Gas,,,,1999.0,NEO SC ARAN  SLU,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,,,,,,,,,,35.43,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,GENSABON,WRI1006500,12.0,43.3048,-8.5075,Gas,,,,1999.0,GENSABON  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1054440,,,,,,,,,,,,,,28.44,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,GRADO,WRI1006504,27.2,39.8770,-0.0558,Wind,,,,2005.0,BIOVENT ENERGIA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1062634,,,,,,,,,,63.10,64.68,60.63,77.22,72.96,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,GRADO II 1,WRI1006505,25.71,39.8770,-0.0558,Hydro,,,,1968.0,CORPORACION ACCIONA HIDRAULICA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,90.24,90.24,44.48,90.29,62.84,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,GRANADILLA 1  GAS 1,WRI1006506,693.34,28.0863,-16.4939,Oil,Gas,,,1990.0,UNION ELECTRICA DE CANARIAS GENERACION  S.A.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1032390,,,,,,,,,,,,,,1444.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,GRUPO TURBO-GENERADOR 2 TIRME-SON REUS,WRI1006520,74.80000000000001,39.5694,2.6502,Waste,,,,2010.0,TIRME  S.A,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1046533,,,,,,,,,,,,,,26.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,GUADALMENA,WRI1006522,15.2,38.3119,-3.0422,Hydro,,,,1970.0,ENDESA GENERACION S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1012799,,,,,,,,,,55.52,44.69,28.11,44.35,25.75,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,GUASCOR,WRI1006523,13.5,42.2793,-1.7463,Gas,,,,,GUASCOR INVESTIGACION Y DESARROLLO,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,31.99,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,GUIA DE ISORA GAS 1,WRI1006524,43.1,28.2115,-16.7795,Oil,,,,2006.0,UNELCO,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1062139,,,,,,,,,,,,,,89.79,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,GUIJO DE GRANADILLA 2,WRI1006525,52.209999999999994,40.1935,-6.1634,Hydro,,,,1982.0,IBERDROLA GENERACION  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1019149,,,,,,,,,,180.75,178.75,77.08,180.12,65.69,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,GUILLENA 1,WRI1006526,207.99,37.6410,-6.0724,Hydro,,,,1973.0,ENDESA GENERACION S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1012801,,,,,,,,,,458.88,468.90,325.65,459.04,152.89,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,Gemasol,WKS0062476,19.9,37.5620,-5.3320,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,42.66,42.16,42.00,43.30,45.48,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,General Motors,WKS0060104,11.8,41.7550,-1.1750,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,20.74,21.62,21.82,21.34,22.66,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Girasol,WKS0060344,5.0,38.8030,-6.8300,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,10.01,9.81,10.01,9.89,10.04,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Guadarranque,WKS0060084,12.3,36.1950,-5.4160,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,31.56,31.34,31.90,31.88,31.86,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,HEDROSO-ACIBEROS,WRI1006527,31.45,42.0357,-6.9054,Wind,,,,2004.0,IBEREOLICA HEDROSO-ACIBEROS  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1057732,,,,,,,,,,75.77,76.57,92.33,87.98,74.73,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,HELIOS I,WRI1006528,99.8,39.2385,-3.4749,Solar,,,,2012.0,HELIOS I HYPERION ENERGY INVESTMENTS  S.L,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,1092390,,,,,,,,,,218.57,219.56,224.11,219.82,201.27,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
ESP,Spain,HORTA MEDIO AMBIENTE,WRI1006533,14.94,42.8561,-7.1636,Waste,,,,,HORTA MEDIO AMBIENTE  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,5.20,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,HOYA DEL MORAL,WRI1006534,40.8,38.8299,-3.5781,Wind,,,,,PROVENTO RENOVABLES  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,86.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,Hellin I+II,WKS0060207,8.0,38.5891,-1.7906,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,16.07,15.43,15.78,15.63,16.31,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Hinojar,WKS0060314,5.5,37.6850,-1.5330,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,12.00,12.00,10.86,10.88,11.50,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Hinojos,WKS0060170,9.5,37.2680,-6.4170,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,18.61,18.18,17.64,18.36,16.93,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Hinojosa del Valle,WKS0060100,12.0,38.4740,-6.2320,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,25.51,25.21,25.53,25.40,25.62,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Hoya de Los Vicentes,WKS0060039,20.0,38.3640,-1.2770,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,42.83,42.91,43.13,42.74,42.68,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,IP 1,WRI1006560,88.85,42.7163,-0.5256,Hydro,,,,1969.0,CORPORACION ACCIONA HIDRAULICA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1014321,,,,,,,,,,292.30,292.30,196.42,293.11,186.10,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,IZNAJAR 1,WRI1006562,76.71000000000001,37.2667,-4.4143,Hydro,,,,1969.0,ENDESA GENERACION S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1012803,,,,,,,,,,265.95,232.76,131.86,225.36,106.26,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,Ibersol CSP,WKS0071076,50.0,38.6450,-3.9730,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,107.66,105.77,118.34,104.75,112.46,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Iniesta,WKS0060356,5.0,39.4380,-1.7090,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.88,10.07,9.94,9.96,10.08,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,Isla Mayor,WKS0060191,8.4,37.1488,-6.1452,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,16.18,16.03,15.19,14.60,15.86,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,JINAMAR 10  GAS 2,WRI1006564,234.46000000000004,28.0424,-15.4114,Oil,,,,1989.0,UNION ELECTRICA DE CANARIAS GENERACION  S.A.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1032393,,,,,,,,,,,,,,488.50,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,JOSE M ORIOL  GRUPO 4,WRI1006571,953.3199999999999,39.2438,-0.9317,Hydro,,,,1970.0,IBERDROLA GENERACION  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1019076,,,,,,,,,,2706.34,2231.34,1150.43,3068.43,1076.51,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,Jerez de la Frontera,WKS0060311,5.6,36.7076,-6.2309,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,12.53,12.30,12.32,12.09,12.47,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,L'Olleria and Garrofera,WKS0060239,7.0,38.9287,-0.5115,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,15.51,14.68,14.03,13.61,15.38,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ESP,Spain,LA ALJORRA-CARTAGENA,WRI1006574,27.17,37.4955,-1.4802,Waste,,,,,BECOSA ENERGIAS RENOVABLES  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,9.46,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,LA BARCA 1,WRI1006575,52.09,28.3504,-14.1076,Hydro,,,,1967.0,HIDROELECTRICA DEL CANTABRICO  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1018391,,,,,,,,,,180.32,180.32,118.68,180.82,112.63,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,LA CALZADA,WRI1006576,30.6,38.6739,-0.8133,Wind,,,,2008.0,ENERGIAS NATURALES LA CALZADA  S.L.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1078535,,,,,,,,,,87.24,74.03,71.96,70.23,77.80,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,LA DEHESA,WRI1006578,49.9,38.9594,-6.4640,Solar,,,,2010.0,RENOVABLES SAMCA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,1083572,,,,,,,,,,111.50,108.21,101.13,101.31,100.26,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
ESP,Spain,LA FLORIDA,WRI1006580,49.9,38.8145,-6.8377,Solar,,,,2010.0,RENOVABLES SAMCA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,1083573,,,,,,,,,,111.51,108.67,100.21,101.47,100.57,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
ESP,Spain,LA LORA I,WRI1006583,49.6,42.7744,-4.1676,Wind,,,,2007.0,PARQUE EOLICO LA BOGA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,135.52,125.09,124.46,123.58,108.87,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,LA MUELA CORTES 1,WRI1006586,634.0,39.2628,-0.9192,Hydro,,,,1989.0,IBERDROLA GENERACION  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1019171,,,,,2350.322,1774.483,,,JRC-PPDB-OPEN,1677.46,1361.57,642.72,1917.94,593.55,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,LA REMOLINA GR 1,WRI1006591,83.19,42.9036,-5.1437,Hydro,,,,1990.0,VIESGO GENERACION  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1015714,,,,,,,,,,273.68,273.68,183.91,274.43,174.24,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,LA RISCA,WRI1006592,50.0,38.8269,-6.8240,Solar,,,,2009.0,TERMOSOLAR ALVARADO  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,1073133,,,,,,,,,,111.27,102.32,99.79,102.46,103.60,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1,SOLAR-V1
ESP,Spain,LA ROBLA GRUPO 2,WRI1006593,619.06,42.7924,-5.6340,Coal,,,,1984.0,GAS NATURAL FENOSA GENERACION  S.L.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,1032447,,,,2550.471,1468.909,1591.627,,,JRC-PPDB-OPEN,,,,,2823.98,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,LA SARRA,WRI1006594,24.0,42.7713,-0.3345,Hydro,,,,,ACCIONA SALTOS DE AGUA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1016283,,,,,,,,,,79.06,79.06,56.02,79.28,53.23,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,LA SERENA,WRI1006595,22.0,38.7320,-5.5439,Hydro,,,,1992.0,ENDESA GENERACION S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1027884,,,,,,,,,,69.30,71.57,51.26,71.77,47.33,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,LA ZARZUELA,WRI1006598,41.8,36.0139,-5.6069,Wind,,,,2012.0,CYL ENERGIA EOLICA  S.L.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1110492,,,,,,,,,,144.63,134.01,113.24,112.88,123.94,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,LAFORTUNADA CINCA 1,WRI1006599,41.400000000000006,42.5741,0.1824,Hydro,,,,1923.0,CORPORACION ACCIONA HIDRAULICA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,150.36,145.11,90.52,145.51,78.29,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,LAFORTUNADA CINQUETA 1,WRI1006600,40.8,42.5741,0.1824,Hydro,,,,1932.0,ENDESA GENERACION S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1019176|1019175,,,,,,,,,,148.18,143.01,89.21,143.40,77.16,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ESP,Spain,LANCHAL,WRI1006601,21.25,40.6336,-4.4669,Wind,,,,2012.0,ENEL GREEN POWER ESPANA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1110429,,,,,,,,,,65.94,67.54,58.72,56.58,58.74,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,LANUZA 1,WRI1006603,52.69,42.7238,-0.2817,Hydro,,,,1977.0,CORPORACION ACCIONA HIDRAULICA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1016284,,,,,,,,,,171.80,171.80,109.46,172.28,103.33,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
