country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
ESP,Spain,P. E. SAN ESTEBAN FASE I,WRI1006858,66.47,42.4171,-7.7498,Wind,,,,,DERNA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,141.36,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P. E. SANTA QUITERIA,WRI1006861,36.0,42.0425,-0.5814,Wind,,,,,PARQUE EOLICO SANTA QUITERIA   S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1060292,,,,,,,,,,,,,,76.56,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P. E. SERRA DA LOBA,WRI1006864,36.0,43.3126,-7.9146,Wind,,,,,OLIVENTO  S.L.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1062170,,,,,,,,,,,,,,76.56,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P. E. SERRA DO CANDO,WRI1006865,29.23,42.4000,-8.4333,Wind,,,,,OLIVENTO  S.L.S.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1049566,,,,,,,,,,,,,,62.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P. E. SIERRA COSTERA  II,WRI1006867,40.8,40.7081,-0.9149,Wind,,,,2007.0,EXPLOTACIONES EOLICAS SIERRA COSTERA  SA,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1074124,,,,,,,,,,115.02,107.21,100.02,110.20,104.66,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P. E. SIERRA DE LOS LAGOS,WRI1006871,38.94,43.2731,-6.6215,Wind,,,,,PARQUES EOLICOS DEL CANTABRICO  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1053808,,,,,,,,,,,,,,82.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P. E. SILVARREDONDA,WRI1006877,16.9,43.2004,-8.8728,Wind,,,,2005.0,GAS NATURAL FENOSA RENOVABLES  SLU,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1061512,,,,,,,,,,39.03,42.80,43.55,41.38,38.62,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P. E. TIJOLA,WRI1006879,36.0,37.3461,-2.4333,Wind,,,,2008.0,AL-ANDALUS WIND POWER  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,92.77,91.65,85.19,84.20,91.01,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P. E. VALPARAISO,WRI1006882,41.25,42.0228,-6.3303,Wind,,,,,PROYECTOS DE COGENERACION  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,87.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P. E. VALPARDO,WRI1006883,21.25,40.5940,-4.4115,Wind,,,,2006.0,CORPORACION ACCIONA EOLICA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1063687,,,,,,,,,,48.78,48.70,56.17,52.52,65.06,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P. E. VEDADILLO,WRI1006884,49.5,42.3897,-1.7932,Wind,,,,,ACCIONA ENERGIA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1058893,,,,,,,,,,,,,,105.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P. E. VIRGEN DE BELEN I (AMPL. 10000 KW  2-2-06),WRI1006885,57.52,38.8795,-1.3123,Wind,,,,2001.0,IBERDROLA E.RENOV. CASTILLA LA MANCHA SA,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1049158,,,,,,,,,,139.80,128.10,106.19,111.11,103.87,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P. E. VIRGEN DE LOS LLANOS I,WRI1023528,49.5,38.9722,-1.4518,Wind,,,,,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1047573|1047574,,,,,,,,,,,,,,105.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P. E.MUELA DE TORTOSILLA,WRI1006888,36.96,38.9667,-1.2167,Wind,,,,2000.0,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1047576,,,,,,,,,,83.08,77.49,69.30,71.94,72.15,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E . PEDREGOSO B,WRI1006892,14.85,36.0139,-5.6069,Wind,,,,2006.0,EOLICA EL  PEDREGOSO  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,33.76,34.90,38.90,37.52,37.48,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E.  ALABE-MONTEMAYOR SUR,WRI1006899,12.75,43.3667,-7.4833,Wind,,,,2005.0,ACCIONA EOLICA DE GALICIA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1063089,,,,,,,,,,25.86,33.35,30.81,39.04,36.73,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E.  ALABE-TERRAL,WRI1006900,27.0,43.3667,-7.4833,Wind,,,,2005.0,ACCIONA EOLICA DE GALICIA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1063088,,,,,,,,,,53.98,67.46,61.38,78.79,74.28,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E.  BUIO,WRI1006902,40.3,43.2674,-8.7833,Wind,,,,2006.0,PARQUES EOLICOS DE BUIO  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1068754,,,,,,,,,,123.40,94.75,99.24,102.70,93.73,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E.  DE BARBANZA,WRI1006904,19.8,42.7248,-9.0053,Wind,,,,,PARQUE EOLICO DE BARBANZA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1049554,,,,,,,,,,,,,,42.10,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E.  HOYA GONZALO,WRI1006910,49.5,38.9579,-1.5568,Wind,,,,2006.0,EVOLUCION 2000  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1065788,,,,,,,,,,124.84,130.77,121.93,112.74,146.03,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E.  PEDREGOSO A,WRI1006912,14.85,36.0139,-5.6069,Wind,,,,2006.0,EOLICA EL  PEDREGOSO  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,33.76,34.90,38.90,37.52,37.48,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E.  RABOSERA,WRI1006913,31.35,42.0482,-0.9103,Wind,,,,2005.0,DESARROLLOS EOLICOS RABOSERA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1073615,,,,,,,,,,74.55,77.42,77.92,73.19,69.43,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E.  RIOBOO,WRI1006914,20.8,42.6333,-7.9500,Wind,,,,2006.0,PARQUES EOLICOS DE BUIO  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1068755,,,,,,,,,,50.35,48.31,52.96,31.33,38.60,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E.  TEA,WRI1006916,48.1,42.2167,-8.3667,Wind,,,,,PARQUE EOLICO  DE TEA S.L. (ANEUROVENTO),Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1056720,,,,,,,,,,,,,,102.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. ALDEAVIEJA,WRI1006925,14.52,40.7067,-4.5002,Wind,,,,2000.0,ENEL GREEN POWER ESPANA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1049611,,,,,,,,,,32.94,28.16,28.39,25.95,28.21,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. ALIJAR,WRI1006927,24.0,36.6865,-6.1361,Wind,,,,2005.0,BECOSA EOLICO ALIJAR  S.A.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1063087,,,,,,,,,,57.77,59.97,60.79,55.19,53.09,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. ALMAREN UNIFICADO,WRI1006928,11.9,41.4860,-1.5950,Wind,,,,2007.0,EXPL. EOLICAS SIERRA DE LA VIRGEN  SA,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1074121,,,,,,,,,,29.92,28.01,28.14,30.38,30.05,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. ALMODOVAR II,WRI1006930,28.5,37.8107,-5.0204,Wind,,,,,ELECNOR  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,60.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. AMPLIACION HEDROSO ACIBEROS,WRI1006937,14.0,42.0357,-6.9054,Wind,,,,2009.0,IBEREOLICA HEDROSO-ACIBEROS 2  S.L.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1057732,,,,,,,,,,38.07,38.46,36.24,34.01,34.07,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. BELMONTE,WRI1023529,34.85,43.3081,-6.2688,Wind,,,,2006.0,PARQUE EOLICO BELMONTE  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1073602,,,,,,,,,,77.38,74.24,84.95,82.20,97.79,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. BULLANA,WRI1006948,38.0,42.9684,-7.0854,Wind,,,,2009.0,IBERDROLA RENOVABLES CASTILLA Y LEON  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1074344,,,,,,,,,,104.89,106.45,92.77,46.24,46.52,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. CABEZUELO,WRI1006952,30.0,39.2333,-1.7500,Wind,,,,,IBERDROLA E.R.CASTILLA LA MANCHA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1064926,,,,,,,,,,,,,,63.80,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. CALARES,WRI1006954,50.0,40.7767,-1.6498,Wind,,,,,P.G.P. DE ENERGIA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,106.33,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. CALDEREROS,WRI1006955,19.8,40.8131,-1.5964,Wind,,,,2008.0,ENEL GREEN POWER ESPANA S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,1073333,,,,,,,,,,55.22,50.21,47.97,47.56,51.87,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. CAMPISABALOS,WRI1006957,24.42,43.3828,-4.0024,Wind,,,,,IBERDROLA E.R. CASTILLA LA MANCHA  S.A.U,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,51.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. CANREDONDO I,WRI1006959,28.0,40.8126,-2.4938,Wind,,,,2006.0,GAS NATURAL FENOSA RENOVABLES  S.L.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1089463,,,,,,,,,,65.89,65.73,72.10,70.31,65.19,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. CARAMONTE,WRI1006962,49.94,41.1722,-2.4348,Wind,,,,2009.0,EOLICA DE MEDINACELI  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1078526,,,,,,,,,,134.01,127.94,121.49,110.94,110.45,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. CARBALLEIRA,WRI1006963,24.42,42.4168,-7.7640,Wind,,,,2004.0,CORPORACION ACCIONA EOLICA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1058851,,,,,,,,,,61.69,58.35,42.48,37.32,30.47,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. CERRO BLANCO,WRI1006975,42.0,42.5273,-3.4383,Wind,,,,2009.0,IBERDROLA RENOVABLES CASTILLA Y LEON  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1073890,,,,,,,,,,119.70,118.91,113.12,104.22,95.92,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. CERRO DEL CALDERON,WRI1006978,49.5,39.4085,-2.2017,Wind,,,,,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1062624,,,,,,,,,,,,,,105.27,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. CERRO EL COLINETE,WRI1006980,11.05,41.8804,-4.3624,Wind,,,,,DESARROLLOS EOLICOS  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,,,,,23.50,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. CERROS DE RADONA,WRI1006984,40.0,41.2513,-2.5268,Wind,,,,2009.0,EOLICA DE RADONA  S.L.U.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1070024,,,,,,,,,,108.13,103.66,101.58,85.60,85.22,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. CHANTADA,WRI1006986,48.0,42.6088,-7.7712,Wind,,,,2005.0,GALICIA VENTO  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1065362,,,,,,,,,,121.86,122.42,72.32,89.52,77.53,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. CIEZA,WRI1006988,20.0,38.2400,-1.4199,Wind,,,,,URBAENERGIA  S.A,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1051916,,,,,,,,,,,,,,42.53,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. CORZAN,WRI1006994,36.0,42.9040,-8.7427,Wind,,,,2004.0,ENEL GREEN POWER ESPANA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1062611,,,,,,,,,,87.91,88.62,84.18,94.89,80.77,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. DE CASTELO,WRI1006999,16.5,43.2384,-8.3843,Wind,,,,2001.0,ENERGIAS ESPECIALES DEL ALTO ULLA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1051910,,,,,,,,,,36.54,36.88,30.58,31.94,33.50,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. DE MONTE DA SERRA,WRI1007001,14.4,43.5333,-7.9333,Wind,,,,,ENERGIAS AMBIENTALES DE SOMOZAS  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1049633,,,,,,,,,,,,,,30.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. DE MONTE MARBAN,WRI1007002,11.4,43.5333,-7.9333,Wind,,,,,ENERGIAS AMBIENTALES DE SOMOZAS  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1049509,,,,,,,,,,,,,,24.24,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. DE TORTOSA,WRI1007003,29.9,40.8125,0.5216,Wind,,,,2006.0,PARC EOLIC DE TORTOSA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1051962,,,,,,,,,,70.56,69.36,76.99,75.08,69.62,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. DO VILAN,WRI1007005,16.9,37.1766,-2.9502,Wind,,,,2003.0,ENEL GREEN POWER ESPANA  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1032417,,,,,,,,,,43.84,52.03,48.65,40.15,35.51,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. DOLAR 1,WRI1007006,99.0,37.1766,-2.9502,Wind,,,,2007.0,IBERDROLA RENOVABLES DE ANDLAUCIA.S.AU.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1074350,,,,,,,,,,240.83,232.67,216.58,231.08,226.57,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. ECHAGUE,WRI1007008,23.1,42.6525,-1.6260,Wind,,,,,ACCIONA ENERGIA  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1049577,,,,,,,,,,,,,,49.12,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. EL CONJURO,WRI1007014,13.6,36.7507,-3.5179,Wind,,,,2006.0,SOLWINDET EL CONJURO  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1066431,,,,,,,,,,32.94,32.50,36.14,35.03,41.87,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. EL COTEREJON I,WRI1007015,18.0,40.4532,-4.4647,Wind,,,,2008.0,PARQUE EOLICO ALTO DEL COTEREJON  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1073317,,,,,,,,,,47.79,44.56,43.34,41.24,47.58,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. EL GRANADO,WRI1007019,14.45,41.0983,-2.5741,Wind,,,,,SISTEMAS  ENERGETICOS DEL GRANADO  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1084057,,,,,,,,,,,,,,30.73,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. EL GUIJO II,WRI1007020,64.0,41.0983,-2.5741,Wind,,,,2008.0,LURIA DE ENERGIAS  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,165.68,154.74,144.42,144.58,155.99,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. EL MORAL,WRI1007021,40.0,38.8299,-3.5781,Wind,,,,2006.0,PARQUE EOLICO EL MORAL  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1064120,,,,,,,,,,85.68,86.41,94.75,86.08,112.29,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. EL PICAZO,WRI1007026,14.0,39.4500,-2.0833,Wind,,,,2009.0,ENEL GREEN POWER ESPANA S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,38.34,38.41,33.44,34.27,33.47,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. EL PINO,WRI1007027,24.6,36.1848,-5.4921,Wind,,,,2006.0,ENERGIAS EOLICAS DEL PINO  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1078533,,,,,,,,,,58.59,58.20,62.80,59.97,55.70,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. EL ROMERAL,WRI1007030,14.45,37.4712,-5.6461,Wind,,,,2008.0,EOLICA MONTESINOS  S.L.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,,,,,,39.62,35.45,35.01,35.28,37.23,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
ESP,Spain,P.E. ELGEA-URKILLA,WRI1007034,32.3,43.1000,-2.6333,Wind,,,,,EOLICAS DE EUSKADI  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1062527,,,,,,,,,,,,,,68.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ESP,Spain,P.E. EN ROBRES,WRI1007037,24.0,41.8675,-0.4609,Wind,,,,2007.0,EOLICA DEL EBRO  S.A.,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,1065613,,,,,,,,,,62.17,57.12,57.55,62.66,60.35,WIND-V1,WIND-V1,WIND-V1,WIND-V1,WIND-V1
